fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
45329,00;0.585;0.2;45392,00;0.086;17,00;94,00;0.99681;41334,00;0.4;45391,00;5,00
45479,00;0.34;0.26;45536,00;0.038;58,00;138,00;0.9893;3,00;0.47;45334,00;7,00
45357,00;0.41;0.22;45358,00;0.035;23,00;117,00;0.99172;45325,00;0.39;34639,00;7,00
45479,00;0.41;0.24;45387,00;0.035;33,00;115,00;0.9901;45629,00;0.44;12.8933333333333;7,00
45388,00;0.26;0.35;45480,00;0.056;45,00;191,00;0.99527;42430,00;0.5;45421,00;5,00
45357,00;0.28;0.22;45423,00;0.036;27,00;150,00;0.99445;3,00;0.33;45453,00;6,00
45389,00;0.16;0.33;45323,00;0.042;47,00;121,00;0.99198;45385,00;0.68;45422,00;7,00
45390,00;0.27;0.3;45324,00;0.037;36,00;129,00;0.99085;32540,00;0.3;11.4666666666667;6,00
45540,00;0.2;0.28;1,00;0.043;45,00;100,00;0.99033;45385,00;0.41;45393,00;6,00
45388,00;0.24;0.26;45330,00;0.054;47,00;182,00;0.99538;45629,00;0.5;45421,00;5,00
45389,00;0.38;0.34;45359,00;0.052;44,00;168,00;0.99627;45599,00;0.52;45331,00;5,00
45388,00;0.24;0.26;45330,00;0.054;47,00;182,00;0.99538;45629,00;0.5;45421,00;5,00
45388,00;0.42;0.19;45360,00;0.043;28,00;145,00;0.99433;44986,00;0.53;36069,00;5,00
45388,00;0.23;0.26;45299,00;0.054;47,00;181,00;0.9954;45629,00;0.49;45391,00;5,00
45388,00;0.24;0.26;45330,00;0.054;47,00;182,00;0.99538;45629,00;0.5;45421,00;5,00
45389,00;0.38;0.34;45359,00;0.052;44,00;168,00;0.99627;45599,00;0.52;45331,00;5,00
45358,00;0.19;0.27;45548,00;0.057;45,00;155,00;0.99807;34366,00;0.41;45512,00;8,00
45358,00;0.19;0.27;45548,00;0.057;45,00;155,00;0.99807;34366,00;0.41;45512,00;8,00
45358,00;0.19;0.27;45548,00;0.057;45,00;155,00;0.99807;34366,00;0.41;45512,00;8,00
45358,00;0.19;0.27;45548,00;0.057;45,00;155,00;0.99807;34366,00;0.41;45512,00;8,00
45358,00;0.19;0.27;45548,00;0.057;45,00;155,00;0.99807;34366,00;0.41;45512,00;8,00
45358,00;0.19;0.27;45548,00;0.057;45,00;155,00;0.99807;34366,00;0.41;45512,00;8,00
45358,00;0.19;0.27;45548,00;0.057;45,00;155,00;0.99807;34366,00;0.41;45512,00;8,00
45510,00;0.24;0.29;2,00;0.044;15,00;96,00;0.99232;44986,00;0.64;45392,00;8,00
45358,00;0.19;0.27;45548,00;0.057;45,00;155,00;0.99807;34366,00;0.41;45512,00;8,00
45389,00;0.27;0.52;45488,00;0.054;36,00;139,00;0.99788;45385,00;0.62;10.0333333333333;6,00
45478,00;0.28;0.35;45323,00;0.052;39,00;141,00;0.99108;16132,00;0.69;45362,00;6,00
45509,00;0.22;0.25;45413,00;0.024;21,00;109,00;0.99234;13575,00;0.58;45392,00;6,00
45479,00;0.27;0.69;45323,00;0.176;36,00;106,00;0.99288;35096,00;0.43;45331,00;6,00
45298,00;0.2;0.35;45325,00;0.034;21,00;107,00;0.99195;45599,00;0.54;45302,00;6,00
45479,00;0.27;0.69;45323,00;0.176;36,00;106,00;0.99288;35096,00;0.43;45331,00;6,00
45298,00;0.23;0.3;45445,00;0.034;62,00;148,00;0.99121;45354,00;0.56;45362,00;7,00
45450,00;0.31;0.52;45335,00;0.042;61,00;148,00;0.99839;35827,00;0.47;45300,00;6,00
45329,00;0.34;0.28;45392,00;0.108;43,00;187,00;0.99738;35096,00;0.57;45391,00;5,00
7,00;0.36;0.25;45478,00;0.015;14,00;73,00;0.98963;29983,00;0.59;45335,00;6,00
45388,00;0.31;0.28;45414,00;0.039;34,00;137,00;0.98946;44621,00;0.38;45485,00;6,00
45358,00;0.28;0.35;45444,00;0.054;31,00;148,00;0.99178;43160,00;0.47;45483,00;5,00
45389,00;0.16;0.3;45383,00;0.064;34,00;166,00;0.99136;45599,00;0.42;11.4333333333333;6,00
45388,00;0.31;0.27;45389,00;0.049;48,00;169,00;0.99323;46447,00;0.45;45302,00;6,00
45388,00;0.31;0.28;45414,00;0.039;34,00;137,00;0.98946;44621,00;0.38;45485,00;6,00
45328,00;0.29;0.29;45448,00;0.046;35,00;178,00;0.99313;45717,00;0.51;10.5333333333333;5,00
45540,00;0.28;0.34;45446,00;0.04;50,00;194,00;0.9912;11383,00;0.52;45454,00;6,00
45418,00;0.23;0.2;45419,00;0.05;44,00;179,00;0.99504;43160,00;0.48;9.53333333333333;5,00
45329,00;0.34;0.2;45509,00;0.062;52,00;203,00;0.99461;42795,00;0.44;45513,00;6,00
45358,00;0.28;0.35;45444,00;0.054;31,00;148,00;0.99178;43160,00;0.47;45483,00;5,00
45418,00;0.2;0.33;45413,00;0.039;36,00;110,00;0.99008;44621,00;0.65;12,00;6,00
45328,00;0.24;0.27;45537,00;0.039;30,00;123,00;0.98959;45629,00;0.37;45516,00;6,00
45298,00;0.31;0.25;45333,00;0.048;32,00;136,00;0.99663;41699,00;0.4;45421,00;5,00
45388,00;0.29;0.21;23986,00;0.041;36,00;119,00;0.99334;36192,00;0.34;10.9333333333333;6,00
45357,00;0.19;0.33;45301,00;0.063;63,00;133,00;0.99561;31444,00;0.41;45300,00;5,00
45540,00;0.29;0.28;45325,00;0.035;16,00;117,00;0.98959;46082,00;0.42;45455,00;6,00
45298,00;0.31;0.25;45333,00;0.048;32,00;136,00;0.99663;41699,00;0.4;45421,00;5,00
45418,00;0.3;0.28;16742,00;0.041;29,00;109,00;0.99418;35827,00;0.3;45545,00;6,00
45388,00;0.29;0.21;23986,00;0.041;36,00;119,00;0.99334;36192,00;0.34;10.9333333333333;6,00
45418,00;0.22;0.19;45416,00;0.096;16,00;115,00;0.9937;45325,00;0.44;45452,00;5,00
7,00;0.23;0.28;45475,00;0.053;16,00;92,00;0.99372;43160,00;0.56;45360,00;5,00
45298,00;0.23;0.23;45415,00;0.038;23,00;112,00;0.99157;45415,00;0.37;11.3666666666667;6,00
45297,00;0.26;0.28;45474,00;0.043;24,00;98,00;0.98918;41699,00;0.44;45424,00;6,00
45388,00;0.35;0.21;45293,00;0.051;46,00;171,00;0.9932;42430,00;0.5;45421,00;5,00
6,00;0.32;0.32;45508,00;0.041;40,00;186,00;0.99235;44621,00;0.54;11,00;6,00
45297,00;0.34;0.21;5,00;0.042;17,00;133,00;0.99373;45325,00;0.53;45391,00;5,00
45418,00;0.13;0.27;45445,00;0.035;32,00;76,00;0.9914;44256,00;0.76;11.3333333333333;6,00
45418,00;0.315;0.2;45449,00;0.041;9,00;126,00;0.99494;34366,00;0.51;45512,00;5,00
45297,00;0.34;0.21;5,00;0.042;17,00;133,00;0.99373;45325,00;0.53;45391,00;5,00
45478,00;0.31;0.29;45358,00;0.05;33,00;143,00;0.99332;11383,00;0.5;11.0666666666667;6,00
45388,00;0.3;0.27;5,00;0.058;27,00;151,00;0.99198;44621,00;0.49;45334,00;6,00
7,00;0.24;0.26;45474,00;0.041;31,00;110,00;0.99142;45325,00;0.53;11,00;6,00
45418,00;0.13;0.27;45445,00;0.035;32,00;76,00;0.9914;44256,00;0.76;11.3333333333333;6,00
45388,00;0.26;0.21;45330,00;0.05;51,00;182,00;0.99542;44986,00;0.48;45421,00;5,00
45388,00;0.26;0.21;45330,00;0.05;51,00;182,00;0.99542;44986,00;0.48;45421,00;5,00
6,00;0.27;0.31;5,00;0.043;54,00;170,00;0.9924;46813,00;0.52;11,00;6,00
45298,00;0.21;0.33;45323,00;0.039;34,00;97,00;0.99112;45599,00;0.75;45333,00;6,00
45479,00;0.26;0.29;45298,00;0.036;28,00;100,00;0.99534;45507,00;0.36;45360,00;6,00
45357,00;0.28;0.22;45421,00;0.04;30,00;111,00;0.99338;45415,00;0.31;45514,00;4,00
45328,00;0.25;0.44;45519,00;0.057;39,00;167,00;0.99804;41699,00;0.51;45331,00;5,00
45358,00;0.22;0.37;45427,00;0.048;70,00;203,00;0.99899;45717,00;0.77;45391,00;5,00
45328,00;0.25;0.44;45519,00;0.057;39,00;167,00;0.99804;41699,00;0.51;45331,00;5,00
45388,00;0.18;0.28;45429,00;0.047;53,00;139,00;0.99724;45717,00;0.35;45422,00;6,00
45357,00;0.2;0.26;45485,00;0.046;60,00;143,00;0.99526;46082,00;0.35;45514,00;6,00
45449,00;0.24;0.22;45363,00;0.051;35,00;146,00;0.99676;45294,00;0.67;45391,00;5,00
45389,00;0.27;0.26;45515,00;0.053;55,00;173,00;0.99699;45599,00;0.6;45513,00;5,00
45389,00;0.27;0.26;45515,00;0.053;55,00;173,00;0.99699;45599,00;0.6;45513,00;5,00
45389,00;0.27;0.26;45515,00;0.053;55,00;173,00;0.99699;45599,00;0.6;45513,00;5,00
45449,00;0.24;0.22;45363,00;0.051;35,00;146,00;0.99676;45294,00;0.67;45391,00;5,00
45389,00;0.27;0.26;45515,00;0.053;55,00;173,00;0.99699;45599,00;0.6;45513,00;5,00
45298,00;0.38;0.29;45456,00;0.041;30,00;137,00;0.99461;45325,00;0.96;45303,00;6,00
45510,00;0.43;0.26;45327,00;0.043;40,00;176,00;0.99116;42795,00;0.41;45363,00;6,00
45327,00;0.22;0.46;45328,00;0.066;41,00;187,00;0.99362;43525,00;0.42;9.73333333333333;5,00
45540,00;0.29;0.16;45542,00;0.044;48,00;197,00;0.99512;44256,00;0.36;45391,00;5,00
45540,00;0.29;0.16;45542,00;0.044;48,00;197,00;0.99512;44256,00;0.36;45391,00;5,00
45357,00;0.29;0.29;45354,00;0.037;32,00;140,00;0.9895;42795,00;0.36;45516,00;7,00
45357,00;0.19;0.32;45506,00;0.046;18,00;80,00;0.99043;33635,00;0.47;45423,00;6,00
45478,00;0.29;0.16;45542,00;0.044;48,00;197,00;0.99512;44256,00;0.36;45391,00;5,00
45357,00;0.29;0.29;45354,00;0.037;32,00;140,00;0.9895;42795,00;0.36;45516,00;7,00
45478,00;0.24;0.47;45357,00;0.069;35,00;182,00;0.99391;45599,00;0.46;9.73333333333333;5,00
45509,00;0.3;0.38;45539,00;0.039;22,00;86,00;0.98963;44986,00;0.58;45304,00;7,00
45298,00;0.27;0.27;45392,00;0.041;26,00;114,00;0.99335;45385,00;0.52;45423,00;7,00
45509,00;0.3;0.38;45539,00;0.039;22,00;86,00;0.98963;44986,00;0.58;45304,00;7,00
45298,00;0.27;0.27;45392,00;0.041;26,00;114,00;0.99335;45385,00;0.52;45423,00;7,00
45357,00;0.305;0.22;16,00;0.061;26,00;141,00;0.99824;45507,00;0.5;45300,00;5,00
45478,00;0.24;0.47;45357,00;0.069;35,00;182,00;0.99391;45599,00;0.46;27638,00;5,00
45328,00;0.22;0.28;45324,00;0.04;24,00;125,00;0.9917;43525,00;0.48;45422,00;6,00
45449,00;0.22;0.23;45368,00;0.047;37,00;118,00;0.99906;45507,00;0.46;45512,00;6,00
45449,00;0.22;0.23;45368,00;0.047;37,00;118,00;0.99906;45507,00;0.46;45512,00;6,00
45449,00;0.22;0.23;45368,00;0.047;37,00;118,00;0.99906;45507,00;0.46;45512,00;6,00
45449,00;0.22;0.23;45368,00;0.047;37,00;118,00;0.99906;45507,00;0.46;45512,00;6,00
45328,00;0.22;0.28;45324,00;0.04;24,00;125,00;0.9917;43525,00;0.48;45422,00;6,00
45328,00;0.22;0.28;45324,00;0.04;24,00;125,00;0.9917;43525,00;0.48;45422,00;6,00
45449,00;0.22;0.23;45368,00;0.047;37,00;118,00;0.99906;45507,00;0.46;45512,00;6,00
45297,00;0.22;0.5;45449,00;0.045;30,00;122,00;0.99415;44621,00;0.49;45544,00;6,00
45328,00;0.21;0.52;45418,00;0.047;28,00;123,00;0.99418;44621,00;0.49;45544,00;6,00
45357,00;0.32;0.26;45363,00;0.044;24,00;205,00;0.99611;45599,00;0.58;45544,00;5,00
45541,00;0.44;0.27;5,00;0.038;33,00;166,00;0.99124;45325,00;0.42;45334,00;6,00
45297,00;0.31;0.34;45506,00;0.042;59.5;162,00;0.99179;46447,00;0.47;45514,00;6,00
45299,00;0.36;0.59;45456,00;0.051;60,00;134,00;0.99886;35096,00;0.39;45481,00;5,00
45449,00;0.38;0.28;45506,00;0.043;17,00;67,00;0.98924;44256,00;0.47;45335,00;6,00
45479,00;0.24;0.26;45387,00;0.03;15,00;94,00;0.99045;42064,00;0.38;45485,00;6,00
45541,00;0.56;0.26;45545,00;0.06;55,00;193,00;0.9969;44256,00;0.44;45391,00;5,00
45329,00;0.24;0.24;45474,00;0.045;18,00;161,00;0.99196;45717,00;0.53;45333,00;6,00
45418,00;0.29;0.3;42248,00;0.051;25,00;166,00;0.99339;45352,00;0.56;11.3333333333333;6,00
45479,00;0.28;0.28;45416,00;0.051;14,00;92,00;0.99224;13210,00;0.58;45546,00;6,00
45418,00;0.29;0.3;42248,00;0.051;25,00;166,00;0.99339;45352,00;0.56;13089,00;6,00
45297,00;0.21;0.19;45383,00;0.046;51,00;131,00;0.99184;44621,00;0.39;45422,00;5,00
45329,00;0.47;0.16;45540,00;0.048;14,00;125,00;0.99428;45538,00;0.49;45513,00;5,00
45479,00;0.34;0.31;45398,00;0.051;20,00;146,00;0.99834;45446,00;0.54;45300,00;5,00
45449,00;0.27;0.25;45323,00;0.033;36,00;111,00;0.98918;42430,00;0.37;45394,00;6,00
45479,00;0.34;0.31;45398,00;0.051;20,00;146,00;0.99834;45446,00;0.54;45300,00;5,00
45329,00;0.47;0.16;45540,00;0.048;14,00;125,00;0.99428;45538,00;0.49;45513,00;5,00
5,00;0.35;0.25;45511,00;0.031;24,00;116,00;0.99241;14305,00;0.4;45362,00;6,00
5,00;0.35;0.25;45511,00;0.031;24,00;116,00;0.99241;14305,00;0.4;45362,00;6,00
45386,00;0.46;0.1;45506,00;0.024;31,00;111,00;0.98816;17593,00;0.34;45304,00;6,00
45449,00;0.38;0.29;45537,00;0.035;15,00;101,00;0.98916;45385,00;0.37;45424,00;6,00
45358,00;0.3;0.25;45414,00;0.045;32,00;122,00;0.99329;43160,00;0.54;45361,00;5,00
45388,00;0.28;0.22;45516,00;0.039;51,00;150,00;0.99535;44986,00;0.43;45483,00;6,00
45541,00;0.29;0.25;45334,00;0.04;29,00;136,00;0.99552;45415,00;0.65;45392,00;6,00
45357,00;0.3;0.19;45480,00;0.049;47,00;184,00;0.99514;44621,00;0.48;45421,00;5,00
45357,00;0.39;0.22;45506,00;0.048;53,00;173,00;0.99304;45352,00;0.45;45513,00;5,00
45449,00;0.38;0.29;45537,00;0.035;15,00;101,00;0.98916;45385,00;0.37;45424,00;6,00
45449,00;0.18;0.26;45368,00;0.051;17,00;149,00;0.9984;3,00;0.43;45391,00;6,00
6,00;0.28;0.29;45370,00;0.051;36,00;174,00;0.99911;41699,00;0.5;9,00;5,00
6,00;0.28;0.29;45370,00;0.051;36,00;174,00;0.99911;41699,00;0.5;9,00;5,00
6,00;0.28;0.29;45370,00;0.051;36,00;174,00;0.99911;41699,00;0.5;9,00;5,00
45449,00;0.35;0.26;45475,00;0.045;19,00;129,00;0.98952;45352,00;0.48;13,00;7,00
45540,00;0.22;0.18;45388,00;0.041;28,00;120,00;0.99403;46447,00;0.5;45544,00;5,00
45449,00;0.18;0.26;45368,00;0.051;17,00;149,00;0.9984;3,00;0.43;45391,00;6,00
45480,00;0.28;0.24;45384,00;0.044;29,00;157,00;0.99312;46447,00;0.56;45453,00;6,00
45298,00;0.42;0.2;45506,00;0.038;28,00;109,00;0.98968;44986,00;0.47;45395,00;6,00
45479,00;0.32;0.32;45474,00;0.031;31,00;114,00;0.98946;45629,00;0.35;45424,00;6,00
45449,00;0.26;0.56;45397,00;0.053;32,00;141,00;0.9981;45599,00;0.49;45360,00;5,00
45449,00;0.26;0.56;45397,00;0.053;32,00;141,00;0.9981;45599,00;0.49;45360,00;5,00
45328,00;0.32;0.24;45295,00;0.051;34,00;149,00;0.99306;13210,00;0.52;11,00;5,00
45357,00;0.25;0.27;45449,00;0.054;40,00;158,00;0.99378;45325,00;0.48;45361,00;5,00
45328,00;0.21;0.24;45323,00;0.051;31,00;95,00;0.99036;45352,00;0.57;45362,00;6,00
45388,00;0.23;0.27;45293,00;0.042;35,00;100,00;0.99094;45354,00;0.63;45545,00;6,00
45477,00;0.145;0.29;1,00;0.042;35,00;90,00;0.9908;27820,00;0.49;45362,00;6,00
45328,00;0.2;0.28;45292,00;0.039;24,00;78,00;0.9899;13210,00;0.47;45303,00;6,00
7,00;0.28;0.28;45383,00;0.039;12,00;83,00;0.99173;43160,00;0.65;45302,00;5,00
45298,00;0.36;0.2;45444,00;0.271;24,00;140,00;0.99356;45599,00;0.63;45513,00;5,00
45478,00;0.25;0.22;45513,00;0.049;50,00;125,00;0.99571;45325,00;0.45;45301,00;6,00
45478,00;0.22;0.33;45536,00;0.036;37,00;110,00;0.98945;46082,00;0.58;45394,00;6,00
6,00;0.2;0.38;45352,00;0.034;37,00;104,00;0.98865;45599,00;0.52;45485,00;6,00
45388,00;0.32;0.26;45542,00;0.05;53,00;180,00;0.99514;41699,00;0.5;45452,00;5,00
45388,00;0.32;0.26;45542,00;0.05;53,00;180,00;0.99514;41699,00;0.5;45452,00;5,00
6,00;0.555;0.26;45416,00;0.053;17,00;126,00;0.9943;45352,00;0.46;45300,00;5,00
45540,00;0.22;0.45;45465,00;0.12;55,00;122,00;0.99636;45294,00;0.35;45516,00;5,00
45388,00;0.32;0.26;45542,00;0.05;53,00;180,00;0.99514;41699,00;0.5;45452,00;5,00
45328,00;0.3;0.33;45415,00;0.037;37,00;155,00;0.98987;43160,00;0.37;45394,00;6,00
45509,00;0.28;0.18;45323,00;0.058;7,00;108,00;0.99288;44986,00;0.58;20333,00;4,00
45509,00;0.555;0.26;45416,00;0.053;17,00;126,00;0.9943;45352,00;0.46;45300,00;5,00
45479,00;0.31;0.33;2,00;0.033;12,00;74,00;0.99064;47178,00;0.65;45424,00;6,00
45388,00;0.15;0.25;45511,00;0.05;13,00;68,00;0.99394;42430,00;0.4;45544,00;6,00
45388,00;0.13;0.28;0.9;0.045;32,00;87,00;0.99175;17227,00;0.52;45333,00;6,00
45479,00;0.48;0.49;45537,00;0.03;28,00;122,00;0.98926;41334,00;0.4;13,00;6,00
45479,00;0.48;0.49;45537,00;0.03;28,00;122,00;0.98926;41334,00;0.4;13,00;6,00
45509,00;0.3;0.33;45415,00;0.033;25,00;116,00;0.99057;45325,00;0.44;45484,00;6,00
45297,00;0.28;0.23;45326,00;0.038;13,00;95,00;0.98898;35462,00;0.7;45304,00;6,00
6,00;0.19;0.37;45482,00;0.032;17,00;50,00;0.9932;45507,00;0.66;12,00;6,00
45510,00;0.31;0.25;45422,00;0.043;30,00;165,00;0.9972;13210,00;0.55;20363,00;6,00
45419,00;0.24;0.29;45292,00;0.046;34,00;84,00;0.9902;45385,00;0.39;16742,00;6,00
45510,00;0.23;0.39;45307,00;0.053;71,00;194,00;0.9988;43160,00;0.64;45332,00;6,00
45419,00;0.24;0.29;45292,00;0.046;34,00;84,00;0.9902;45385,00;0.39;16742,00;6,00
45357,00;0.29;0.3;45299,00;0.212;60,00;150,00;0.9958;45294,00;0.4;45360,00;5,00
45510,00;0.2;0.25;45328,00;0.052;22,00;106,00;0.9935;45538,00;0.54;45514,00;5,00
45327,00;0.38;0.26;45480,00;0.053;20,00;103,00;0.9925;46447,00;0.45;45334,00;6,00
45511,00;0.27;0.33;45384,00;0.053;36,00;175,00;0.992;45325,00;0.55;11,00;6,00
45449,00;0.54;0.21;45367,00;0.055;41,00;182,00;0.9986;12844,00;0.54;45392,00;6,00
45298,00;0.25;0.31;45353,00;0.05;32,00;156,00;0.9914;41699,00;0.51;45393,00;6,00
45509,00;0.61;0.01;45390,00;0.041;31,00;104,00;0.9909;46082,00;0.72;45426,00;7,00
45418,00;0.32;0.23;45420,00;0.051;20,00;138,00;0.9943;45354,00;0.42;45483,00;5,00
45388,00;0.28;0.23;6,00;0.051;50,00;162,00;0.994;42064,00;0.52;45332,00;5,00
45449,00;0.19;0.28;45292,00;0.044;38,00;100,00;0.9904;44621,00;0.69;45333,00;6,00
45296,00;0.305;0.13;27395,00;0.036;17,00;73,00;0.99;45385,00;0.51;12.3333333333333;5,00
45509,00;0.26;0.3;45445,00;0.034;75,00;129,00;0.9902;45325,00;0.38;45423,00;4,00
45479,00;0.23;0.17;45352,00;0.061;14,00;100,00;0.9925;45476,00;0.55;45421,00;5,00
45510,00;0.33;0.3;45293,00;0.047;35,00;147,00;0.9886;45352,00;0.56;45395,00;6,00
45297,00;0.27;0.32;45292,00;0.034;24,00;110,00;0.9898;13210,00;0.4;45424,00;6,00
45297,00;0.27;0.32;45292,00;0.034;24,00;110,00;0.9898;13210,00;0.4;45424,00;6,00
45510,00;0.4;0.29;45506,00;0.044;27,00;97,00;0.9904;45629,00;0.42;45333,00;6,00
45297,00;0.4;0.18;9,00;0.051;45440,00;259,00;0.9964;43525,00;0.5;45512,00;5,00
45298,00;0.28;0.26;45506,00;0.039;50,00;118,00;0.9908;45446,00;0.59;45333,00;6,00
45328,00;0.32;0.32;45324,00;0.036;15,00;70,00;0.9899;42430,00;0.48;45485,00;6,00
45510,00;0.17;0.17;45296,00;0.049;26,00;82,00;0.993;3,00;0.38;45513,00;6,00
9,00;0.2;0.33;45415,00;0.049;10,00;40,00;0.9944;41699,00;0.36;45513,00;6,00
45509,00;0.13;0.22;45485,00;0.058;24,00;183,00;0.9956;11749,00;0.42;45484,00;6,00
45509,00;0.31;0.31;45419,00;0.052;55,00;230,00;0.9949;43525,00;0.46;45513,00;5,00
45357,00;0.36;0.2;2,00;0.048;48,00;191,00;0.9929;42795,00;0.51;45452,00;5,00
9,00;0.2;0.33;45415,00;0.049;10,00;40,00;0.9944;41699,00;0.36;45513,00;6,00
45479,00;0.18;0.25;45365,00;0.048;79,00;149,00;0.9975;45629,00;0.37;45482,00;5,00
45449,00;0.16;0.25;45513,00;0.049;59.5;137,00;0.995;42430,00;0.38;10,00;6,00
45509,00;0.13;0.22;45485,00;0.058;24,00;183,00;0.9956;11749,00;0.42;45484,00;6,00
45509,00;0.27;0.22;45485,00;0.058;42,00;206,00;0.9946;11749,00;0.38;45363,00;6,00
45510,00;0.17;0.17;45296,00;0.049;26,00;82,00;0.993;3,00;0.38;45513,00;6,00
45388,00;0.37;0.19;45415,00;0.068;18,00;101,00;0.9934;45354,00;0.38;9,00;6,00
45358,00;0.26;0.53;45485,00;0.047;60.5;164.5;0.9984;45446,00;0.45;45300,00;6,00
45358,00;0.28;0.54;45547,00;0.049;62,00;162.5;0.9984;45446,00;0.45;45300,00;6,00
45358,00;0.28;0.54;45547,00;0.049;62,00;162.5;0.9984;45446,00;0.45;45300,00;6,00
45509,00;0.12;0.21;45352,00;0.056;35,00;121,00;0.9908;11749,00;0.33;45393,00;6,00
45297,00;0.25;0.18;45422,00;0.049;41,00;124,00;0.9963;41699,00;0.35;45422,00;5,00
45388,00;0.24;0.27;45413,00;0.04;35,00;105,00;0.98914;41334,00;0.3;45394,00;6,00
45358,00;0.26;0.53;45485,00;0.047;60.5;156,00;0.9984;45446,00;0.45;45300,00;6,00
45358,00;0.28;0.54;45547,00;0.049;62,00;152,00;0.9984;45446,00;0.45;45300,00;6,00
45359,00;0.18;0.37;45323,00;0.049;6,00;94,00;0.9937;43160,00;0.52;45301,00;5,00
45298,00;0.09;0.3;45328,00;0.032;24,00;134,00;0.993;36192,00;0.39;45545,00;6,00
45359,00;0.14;0.36;45512,00;0.026;13,00;60,00;0.9956;41334,00;0.35;45423,00;5,00
45509,00;0.28;0.3;45538,00;0.026;36,00;105,00;0.98963;46082,00;0.58;27729,00;6,00
6,00;0.23;0.34;45352,00;0.025;23,00;111,00;0.98961;13210,00;0.37;45485,00;6,00
45541,00;0.28;0.37;45300,00;0.037;16,00;76,00;0.9948;45415,00;0.54;45302,00;5,00
45541,00;0.28;0.37;45300,00;0.037;16,00;76,00;0.9948;45415,00;0.54;45302,00;5,00
45509,00;0.28;0.3;45538,00;0.026;36,00;105,00;0.98963;46082,00;0.58;27729,00;6,00
45357,00;0.25;0.53;45505,00;0.021;41,00;101,00;0.989315;43525,00;0.31;13,00;6,00
45418,00;0.2;0.31;45293,00;0.033;32,00;95,00;0.989435;35096,00;0.61;12,00;6,00
45540,00;0.29;0.32;45383,00;0.022;17,00;47,00;0.9899;12844,00;0.35;45423,00;6,00
45388,00;0.46;0.22;45487,00;0.047;51,00;183,00;0.998275;14305,00;0.6;45422,00;5,00
45541,00;0.28;0.37;45300,00;0.037;16,00;76,00;0.9948;45415,00;0.54;45302,00;5,00
45510,00;0.23;0.33;45536,00;0.047;20,00;101,00;0.9914;45294,00;0.46;45302,00;6,00
7,00;0.23;0.32;45505,00;0.048;25,00;113,00;0.9915;45599,00;0.47;45302,00;6,00
45388,00;0.55;0.26;45452,00;0.027;20,00;104,00;0.9924;44621,00;0.73;45304,00;6,00
45478,00;0.28;0.3;45538,00;0.026;36,00;105,00;0.98963;46082,00;0.58;27729,00;6,00
6,00;0.23;0.34;45352,00;0.025;23,00;111,00;0.98961;13210,00;0.37;45485,00;6,00
45510,00;0.45;0.3;45515,00;0.094;23,00;97,00;0.997;45538,00;0.44;45452,00;5,00
45297,00;0.2;0.4;45536,00;0.028;32,00;138,00;0.9914;46082,00;0.72;45484,00;5,00
45297,00;0.37;0.46;12,00;0.042;61,00;210,00;0.997;42795,00;0.59;45482,00;6,00
45540,00;0.21;0.23;45542,00;0.033;22,00;130,00;0.9944;13940,00;0.59;45545,00;6,00
45541,00;0.22;0.32;45360,00;0.04;22,00;110,00;0.9958;12479,00;0.54;45483,00;7,00
45387,00;0.27;0.22;45447,00;0.022;29,00;107,00;0.98889;12114,00;0.54;45517,00;6,00
6,00;0.26;0.26;45324,00;0.035;10,00;72,00;0.989465;45599,00;0.48;42339,00;6,00
45448,00;0.18;0.3;45332,00;0.028;28,00;131,00;0.9954;17958,00;0.42;45514,00;7,00
45448,00;0.26;0.27;45453,00;0.03;27,00;119,00;0.9947;45385,00;0.34;45483,00;7,00
7,00;0.23;0.35;45383,00;0.036;31,00;113,00;0.9912;42430,00;0.48;45514,00;7,00
45509,00;0.28;0.66;45300,00;0.039;26,00;159,00;0.9965;24167,00;0.55;45514,00;5,00
45451,00;0.36;0.26;45302,00;0.03;43.5;171,00;0.9948;45354,00;0.49;12,00;5,00
45509,00;0.28;0.66;45300,00;0.039;26,00;159,00;0.9965;24167,00;0.55;45514,00;5,00
45388,00;0.3;0.27;45386,00;0.055;17,00;135,00;0.9925;44986,00;0.44;45334,00;6,00
45328,00;0.2;0.32;45506,00;0.05;17,00;126,00;0.9936;43160,00;0.55;45391,00;6,00
45509,00;0.29;0.15;45292,00;0.029;12,00;83,00;0.9898;45354,00;0.4;45393,00;6,00
45478,00;0.22;0.28;45352,00;0.027;26,00;101,00;0.98948;12844,00;0.38;45424,00;7,00
45448,00;0.22;0.32;45323,00;0.024;29,00;97,00;0.98823;45325,00;0.46;45425,00;7,00
45510,00;0.32;0.23;45354,00;0.026;31,00;99,00;0.9896;45294,00;0.4;45394,00;6,00
45328,00;0.2;0.26;45482,00;0.03;39,00;102,00;0.9908;45507,00;0.56;45547,00;7,00
45297,00;0.35;0.24;45353,00;0.034;25,00;133,00;0.9906;12479,00;0.59;12,00;7,00
45540,00;0.3;0.29;45292,00;0.036;23,00;56,00;0.9904;43525,00;0.38;45362,00;5,00
45357,00;0.15;0.34;45393,00;0.05;25,00;96,00;0.99754;44256,00;0.49;10,00;6,00
45508,00;0.13;0.32;45323,00;0.042;40,00;98,00;0.9898;15401,00;0.64;45515,00;7,00
